End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK_HI
cooking,8,0,0,0.00047474363843524496,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01139384732244588,0,0.001044436004557539,0.364318268135207,0,0,0.04965818458032662,0.2218951766046335,0.3512153437143942,0
cooking,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002459592410400562,0.33999135088383153,0.49513487215525165,0.16241418455051623,0,0,0
drying,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drying,2,0,0,0,0,0,0,0,0.17943607912607026,0.18157661647475642,0.5567611455565397,0.0822261588426336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drying,3,0,0,0.10167567567567568,0.1642162162162162,0.2722702702702703,0,0,0,0,0,0.1945945945945946,0.2672432432432432,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drying,4,0,0,0.6501650165016502,0.12236608276212237,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14927646610814926,0.07717694846407717,0,0,0,0,0.0010154861640010156,0,0
drying,5,0,0.148077534159517,0,0,0,0,0,0,0,0.16110581506196378,0.0969176993962504,0,0.16110581506196378,0.17699396250397204,0.25452812202097236,0.001271051795360661,0,0,0,0,0,0,0,0,0,0
drying,6,0,0,0,0,0,0.12469135802469136,0,0,0,0,0.0345679012345679,0,0,0,0.2271604938271605,0.6135802469135803,0,0,0,0,0,0,0,0,0,0
drying,7,0.5795131845841786,0,0,0,0,0.18782961460446249,0,0,0,0,0,0,0,0,0,0,0.20040567951318458,0,0,0.03225152129817444,0,0,0,0,0,0
drying,8,0,0,0.0002449179524859172,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009061964241978937,0,0.0004898359049718344,0.36492774920401666,0,0,0.027430810678422728,0.10825373499877541,0.4895909870193485,0
drying,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0033456683732954835,0.38439701931363107,0.5332792619252801,0.07897805038779337,0,0,0
misc,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,2,0,0,0,0,0,0,0,0.10686164229471316,0.2170978627671541,0.5748031496062992,0.10123734533183353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,3,0,0,0.10193548387096774,0.17548387096774193,0.19612903225806452,0,0,0,0,0,0.32,0.2064516129032258,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,4,0,0,0.3383084577114428,0.19900497512437812,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3383084577114428,0.12437810945273632,0,0,0,0,0,0,0
misc,5,0,0.37053182214472535,0,0,0,0,0,0,0,0.06887532693984307,0.06451612903225806,0,0.09415867480383609,0.13775065387968613,0.26155187445510025,0.0026155187445510027,0,0,0,0,0,0,0,0,0,0
misc,6,0,0,0,0,0,0.0736196319018405,0,0,0,0,0.012269938650306749,0,0,0,0.2607361963190184,0.6533742331288344,0,0,0,0,0,0,0,0,0,0
misc,7,0.6365007541478129,0,0,0,0,0.1583710407239819,0,0,0,0,0,0,0,0,0,0,0.19004524886877827,0,0,0.015082956259426848,0,0,0,0,0,0
misc,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010362694300518135,0,0,0.6701208981001727,0,0,0.013816925734024179,0.039723661485319514,0.2659758203799655,0
misc,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001893939393939394,0.375,0.5274621212121212,0.09564393939393939,0,0,0
