End use,CDIV,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY,AK,HI
cooking,9,0,0,0,0.621468927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129943503,0,0,0,0,0,0,0,0,0,0.248587571,0,0,0,0,0
misc,1,0,0,0,0,0,0.176470588,0,0,0,0,0,0,0,0,0,0,0,0.673202614,0,0.006535948,0,0,0,0,0,0,0,0,0.032679739,0,0,0,0,0,0,0,0,0.08496732,0,0,0,0,0,0,0.026143791,0,0,0,0,0,0
misc,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335208099,0,0,0.335208099,0,0,0,0.329583802,0,0,0,0,0,0,0,0,0,0,0,0,0,0
misc,3,0,0,0,0,0,0,0,0,0,0,0,0,0.298064516,0.149677419,0,0,0,0,0,0,0.212903226,0,0,0,0,0,0,0,0,0,0,0,0,0.241290323,0,0,0,0,0,0,0,0,0,0,0,0,0.098064516,0,0,0,0
misc,4,0,0,0,0,0,0,0,0,0,0,0.199004975,0,0,0,0.208955224,0,0,0,0,0,0,0.184079602,0.328358209,0,0,0,0.004975124,0.064676617,0,0,0,0,0,0,0,0,0,0,0,0.009950249,0,0,0,0,0,0,0,0,0,0,0
misc,5,0,0,0,0,0,0,0.003487358,0.02005231,0.39581517,0.237140366,0,0,0,0,0,0,0,0,0.067131648,0,0,0,0,0,0,0.085440279,0,0,0,0,0,0,0,0,0,0,0,0,0.061028771,0,0,0,0,0.096774194,0,0,0,0.033129904,0,0,0
misc,6,0.266871166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263803681,0,0,0,0,0,0,0,0.122699387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346625767,0,0,0,0,0,0,0,0,0,0
misc,7,0,0.04826546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104072398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116138763,0,0,0,0,0,0,0.731523379,0,0,0,0,0,0,0,0,0
misc,8,0,0,0.573402418,0,0.03626943,0,0,0,0,0,0,0.017271157,0,0,0,0,0,0,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0.10880829,0.231433506,0,0,0,0,0,0,0,0,0,0,0.025906736,0,0,0,0,0,0.001727116,0,0
misc,9,0,0,0,0.90530303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025568182,0,0,0,0,0,0,0,0,0,0.069128788,0,0,0,0,0
drying,1,0,0,0,0,0,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0.274358974,0,0.148717949,0,0,0,0,0,0,0,0,0.187179487,0,0,0,0,0,0,0,0,0.007692308,0,0,0,0,0,0,0.148717949,0,0,0,0,0,0
drying,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081113801,0,0,0.547215496,0,0,0,0.371670702,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drying,3,0,0,0,0,0,0,0,0,0,0,0,0,0.294376098,0.128295255,0,0,0,0,0,0,0.32513181,0,0,0,0,0,0,0,0,0,0,0,0,0.08172232,0,0,0,0,0,0,0,0,0,0,0,0,0.170474517,0,0,0,0
drying,4,0,0,0,0,0,0,0,0,0,0,0.446280992,0,0,0,0.082644628,0,0,0,0,0,0,0.099173554,0.280991736,0,0,0,0.022038567,0.066115702,0,0,0,0,0,0,0,0,0,0,0,0.002754821,0,0,0,0,0,0,0,0,0,0,0
drying,5,0,0,0,0,0,0,0,0.017676768,0.29040404,0,0,0,0,0,0,0,0,0,0.027777778,0,0,0,0,0,0,0.292929293,0,0,0,0,0,0,0,0,0,0,0,0,0.131313131,0,0,0,0,0.22979798,0,0,0,0.01010101,0,0,0
drying,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
drying,7,0,0.035353535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227272727,0,0,0,0,0,0,0.722222222,0,0,0,0,0,0,0,0,0
drying,8,0,0,0.336787565,0,0.248704663,0,0,0,0,0,0,0.005181347,0,0,0,0,0,0,0,0,0,0,0,0,0.103626943,0,0,0,0,0,0.207253886,0.077720207,0,0,0,0,0,0,0,0,0,0,0.015544041,0,0,0,0,0,0.005181347,0,0
drying,9,0,0,0,0.811976048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122155689,0,0,0,0,0,0,0,0,0,0.065868263,0,0,0,0,0
