End use,CDIV,TRE,FRCC,MISW,MISC,MISE,MISS,ISNE,NYCW,NYUP,PJME,PJMW,PJMC,PJMD,SRCA,SRSE,SRCE,SPPS,SPPC,SPPN,SRSG,CANO,CASO,NWPP,RMRG,BASN,AK_HI
fans and pumps,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,2,0,0,0,0,0,0,0,0.2057701087958986,0.19344481685860113,0.5091613714055202,0.09162370293998003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,3,0,0,0.13058956476373218,0.15446416467788338,0.2093390974344814,0,0,0,0,0,0.3517379881097939,0.15386918501410918,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fans and pumps,4,0,0,0.3552281967381449,0.15995276525186403,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29651295546894246,0.18543636918622464,0,0,0,0,0.0028697133548240984,0,0
fans and pumps,5,0,0.3174564353486503,0,0,0,0,0,0,0,0.07212812521964555,0.06570077482743002,0,0.1027258019846857,0.2563104044607284,0.18393449392952554,0.0017439642293344405,0,0,0,0,0,0,0,0,0,0
fans and pumps,6,0,0,0,0,0,0.0736400043820622,0,0,0,0,0.024340881529846516,0,0,0,0.2729284008231223,0.629090713264969,0,0,0,0,0,0,0,0,0,0
fans and pumps,7,0.562407386596643,0,0,0,0,0.19759272277886022,0,0,0,0,0,0,0,0,0,0,0.21351830902024016,0,0,0.026481581604256683,0,0,0,0,0,0
fans and pumps,8,0,0,0.0004016767586652599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815427896966914,0,0.0012434721016379047,0.3368589848820595,0,0,0.05973832914662345,0.25868961694139825,0.33491364119994643,0
fans and pumps,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00209690847002885,0.31375517457936897,0.3877229180094692,0.2658346524807459,0,0,0.030590346460387226
water heating,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water heating,2,0,0,0,0,0,0,0,0.2091872941408993,0.19168074884025285,0.510144645755311,0.08898731126353683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water heating,3,0,0,0.14670125612329496,0.16482760515746542,0.1886011427993,0,0,0,0,0,0.34539580243697976,0.15447419348295988,0,0,0,0,0,0,0,0,0,0,0,0,0,0
water heating,4,0,0,0.34422300071210077,0.16142969389962208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2892143149918231,0.20148720218687333,0,0,0,0,0.0036457882095805604,0,0
water heating,5,0,0.33936763467426384,0,0,0,0,0,0,0,0.06650022776375866,0.06662439818807178,0,0.10213609820431933,0.25172721553672395,0.17164098918208262,0.002003436450779804,0,0,0,0,0,0,0,0,0,0
water heating,6,0,0,0,0,0,0.07149087993533888,0,0,0,0,0.026475878166384054,0,0,0,0.27963754852311634,0.6223956933751608,0,0,0,0,0,0,0,0,0,0
water heating,7,0.5573422390572995,0,0,0,0,0.21178243901915403,0,0,0,0,0,0,0,0,0,0,0.20936625524125743,0,0,0.021509066682288972,0,0,0,0,0,0
water heating,8,0,0,0.000625307166231946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011465767230052732,0,0.0014964532365283158,0.361307737211198,0,0,0.06426431609108453,0.2500640968468654,0.310776322218039,0
water heating,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025168225904416857,0.34316616401640254,0.42321398254750836,0.2086486782891175,0,0,0.022454352556529996
lighting,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighting,2,0,0,0,0,0,0,0,0.20564704327605632,0.19320655655563734,0.5095652944369689,0.09158110573133751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighting,3,0,0,0.13058844402852,0.15454473095387647,0.20921547443360677,0,0,0,0,0,0.3518028620158576,0.15384848856813912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lighting,4,0,0,0.3552585697329915,0.15993843829627344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29647758028104015,0.18545889803934498,0,0,0,0,0.002866513650349794,0,0
lighting,5,0,0.3174870758837299,0,0,0,0,0,0,0,0.07212488726610607,0.06569782540852094,0,0.10272119044968296,0.25629889825314567,0.18392623679898404,0.0017438859398304237,0,0,0,0,0,0,0,0,0,0
lighting,6,0,0,0,0,0,0.07360850395429287,0,0,0,0,0.024330469415033286,0,0,0,0.2729102622142516,0.6291507644164221,0,0,0,0,0,0,0,0,0,0
lighting,7,0.562407386596643,0,0,0,0,0.19759272277886022,0,0,0,0,0,0,0,0,0,0,0.21351830902024016,0,0,0.026481581604256683,0,0,0,0,0,0
lighting,8,0,0,0.0004015014065181929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815071921597598,0,0.0012429292634025914,0.33693020415641,0,0,0.05971225035552569,0.25860404070415843,0.334958354898009,0
lighting,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002140374549844158,0.3200356321292762,0.40733806743592454,0.2425299076213091,0,0,0.027956018263645924
refrigeration,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refrigeration,2,0,0,0,0,0,0,0,0.1761725569629846,0.24936764936152422,0.47488534738676824,0.099574446288723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refrigeration,3,0,0,0.16384554484839162,0.16945901832730845,0.19572439311653694,0,0,0,0,0,0.3287050220438544,0.14226602166390867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
refrigeration,4,0,0,0.3453059163503848,0.13227560729371024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28413022276078526,0.23375743223305265,0,0,0,0,0.004530821362066975,0,0
refrigeration,5,0,0.28695828553893704,0,0,0,0,0,0,0,0.07337102772218558,0.07833483669779438,0,0.11151951869017163,0.2574140734854124,0.18934699125673596,0.0030552666087630656,0,0,0,0,0,0,0,0,0,0
refrigeration,6,0,0,0,0,0,0.08348711854670535,0,0,0,0,0.02436123791525467,0,0,0,0.2740728286628341,0.6180788148752058,0,0,0,0,0,0,0,0,0,0
refrigeration,7,0.574042218528655,0,0,0,0,0.18430848662948476,0,0,0,0,0,0,0,0,0,0,0.22272527841517906,0,0,0.01892401642668114,0,0,0,0,0,0
refrigeration,8,0,0,0.0013313467448572106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015674491787259538,0,0.0040337195119793,0.3249697801584121,0,0,0.07578047205845441,0.2654390836958033,0.31277110604323416,0
refrigeration,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003177332926995894,0.2906955912106657,0.4076823983506151,0.2598864144838039,0,0,0.038558263027919544
plug loads,1,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plug loads,2,0,0,0,0,0,0,0,0.20564704327605632,0.19320655655563734,0.5095652944369689,0.09158110573133751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plug loads,3,0,0,0.13058844402852,0.15454473095387647,0.20921547443360677,0,0,0,0,0,0.3518028620158576,0.15384848856813912,0,0,0,0,0,0,0,0,0,0,0,0,0,0
plug loads,4,0,0,0.3552585697329915,0.15993843829627344,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29647758028104015,0.18545889803934498,0,0,0,0,0.002866513650349794,0,0
plug loads,5,0,0.3174870758837299,0,0,0,0,0,0,0,0.07212488726610607,0.06569782540852094,0,0.10272119044968296,0.25629889825314567,0.18392623679898404,0.0017438859398304237,0,0,0,0,0,0,0,0,0,0
plug loads,6,0,0,0,0,0,0.07360850395429287,0,0,0,0,0.024330469415033286,0,0,0,0.2729102622142516,0.6291507644164221,0,0,0,0,0,0,0,0,0,0
plug loads,7,0.562407386596643,0,0,0,0,0.19759272277886022,0,0,0,0,0,0,0,0,0,0,0.21351830902024016,0,0,0.026481581604256683,0,0,0,0,0,0
plug loads,8,0,0,0.0004015014065181929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00815071921597598,0,0.0012429292634025914,0.33693020415641,0,0,0.05971225035552569,0.25860404070415843,0.334958354898009,0
plug loads,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002140374549844158,0.3200356321292762,0.40733806743592454,0.2425299076213091,0,0,0.027956018263645924
